Onglet;Domaine;Sous Domaine;Indicateur;Champs;Formule;
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDI par CSP;Agent de Maitrise;Nombre [matricule] par [structure] dont [CSP] est 'Agent de maitrise'et [Type de contrat] est 'CDI' et [Sexe] est 'Femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDD par CSP;Agent de Maitrise;Nombre [matricule] par [structure] dont [CSP] est 'Agent de maitrise'et [Type de contrat] est 'CDD' et [Sexe] est 'Homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDD par CSP;Agent de Maitrise;Nombre [matricule] par [structure] dont [CSP] est 'Agent de maitrise'et [Type de contrat] est 'CDD' et [Sexe] est 'Femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDI par CSP;Technicien;Nombre [matricule] par [structure] dont [CSP] est 'Technicien'et [Type de contrat] est 'CDI' et [Sexe] est 'homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDI par CSP;Technicien;Nombre [matricule] par [structure] dont [CSP] est 'Technicien'et [Type de contrat] est 'CDI' et [Sexe] est 'Femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDD par CSP;Technicien;Nombre [matricule] par [structure] dont [CSP] est 'Technicien'et [Type de contrat] est 'CDD' et [Sexe] est 'Homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDD par CSP;Technicien;Nombre [matricule] par [structure] dont [CSP] est 'Technicien'et [Type de contrat] est 'CDD' et [Sexe] est 'Femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDI par CSP;Ouvrier;Nombre [matricule] par [structure] dont [CSP] est 'Ouvrier'et [Type de contrat] est 'CDI' et [Sexe] est 'Homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDI par CSP;Ouvrier;Nombre [matricule] par [structure] dont [CSP] est 'Ouvrier'et [Type de contrat] est 'CDI' et [Sexe] est 'Femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDD par CSP;Ouvrier;Nombre [matricule] par [structure] dont [CSP] est 'Ouvrier'et [Type de contrat] est 'CDD' et [Sexe] est 'Homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDD par CSP;Ouvrier;Nombre [matricule] par [structure] dont [CSP] est 'Ouvrier'et [Type de contrat] est 'CDD' et [Sexe] est 'Femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDI par CSP;Employé;Nombre [matricule] par [structure] dont [CSP] est 'employé'et [Type de contrat] est 'CDI' et [Sexe] est 'Homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDI par CSP;Employé;Nombre [matricule] par [structure] dont [CSP] est 'employé'et [Type de contrat] est 'CDI' et [Sexe] est 'Femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre d'hommes en CDD par CSP;Employé;Nombre [matricule] par [structure] dont [CSP] est 'employé'et [Type de contrat] est 'CDD' et [Sexe] est 'Homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Effectifs;Nombre de femmes en CDD par CSP;Employé;Nombre [matricule] par [structure] dont [CSP] est 'employé'et [Type de contrat] est 'CDD' et [Sexe] est 'Femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Durée et organisation du travail;Nombre de salariés en temps complet;Homme;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire]>='35' et [Sexe] est 'homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Durée et organisation du travail;Nombre de salariés en temps complet;Femme;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire]>='35' et [Sexe] est 'femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Durée et organisation du travail;Nombre de salariés en temps partiel (entre 20 et 30 heures);Homme;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '20' et '30' et [Sexe] est 'homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Durée et organisation du travail;Nombre de salariés en temps partiel (entre 20 et 30 heures);Femme;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '20' et '30' et [Sexe] est 'femme' et année[Date de sortie] dans ('reference','null') 
Effectifs;Conditions générales d'emploi;Durée et organisation du travail;Nombre de salariés en temps partiel (autres formes de temps partiel);Femme;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '30' et '35' ou [Durée du temps de travail hebdomadaire] << '20' et [Sexe] est 'femme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Durée et organisation du travail;Nombre de salariés en temps partiel (autres formes de temps partiel);Homme;Nombre [matricule] par [structure] dont [Durée du temps de travail hebdomadaire] entre '30' et '35' ou [Durée du temps de travail hebdomadaire] << '20' et [Sexe] est 'homme' et année[Date de sortie] dans ('reference','null')
Effectifs;Conditions générales d'emploi;Données sur les embauches et les départs;Nombre de départ de femmes de CSP Cadre;Retraite;Nombre [matricule] par [structure] dont année[date de sortie] est 'référence' et [CSP] est 'Cadre' et [Sexe] est 'femme' et [Nature de la fin de contrat] est 'retraite'
Effectifs;Conditions générales d'emploi;Données sur les embauches et les départs;Nombre de départ de femmes de CSP Cadre;Démission;Nombre [matricule] par [structure] dont année[date de sortie] est 'référence' et [CSP] est 'Cadre' et [Sexe] est 'femme' et [Nature de la fin de contrat] est 'démission'
